6.000000000000000000e+00,0.000000000000000000e+00,1.562981419696414687e+00,0.000000000000000000e+00,5.000000000000000000e+00
5.998286782336277767e+00,9.400476041869132438e-01,1.589616600130244528e+00,1.179736852977608247e-01,1.380159098370143234e+01
5.925953498305355005e+00,2.400273477725318738e+00,1.645890119358321968e+00,6.811901658482387434e-02,1.544260421399164152e+01
5.776926063009450552e+00,3.939142568234831554e+00,1.688374194744002965e+00,6.429125101824721689e-02,1.548108786312568164e+01
5.565080459785374245e+00,5.468932994648716850e+00,1.727851123515063980e+00,5.890006922182244170e-02,1.540869770623949542e+01
5.296199877206067441e+00,6.988667999237218709e+00,1.763170075348060362e+00,5.142772435468166009e-02,1.545966112287484329e+01
4.975418760215575276e+00,8.507102757684302574e+00,1.794086492544832545e+00,4.464184409754332061e-02,1.558054861772323285e+01
4.607986936833761149e+00,1.002768563449529360e+01,1.821018601259438041e+00,3.840148741097554330e-02,1.570731742848481893e+01
4.199763425354446689e+00,1.154986046514106945e+01,1.843862819170601686e+00,3.153062981885086657e-02,1.581264911854235855e+01
3.757812691516200232e+00,1.307236401664857794e+01,1.861847316395342622e+00,2.320882025651531053e-02,1.589479707688326648e+01
3.290743589265299640e+00,1.459515442057242929e+01,1.873863477191099358e+00,1.320097764930582701e-02,1.596159844322931853e+01
2.808762508029870819e+00,1.611992865726834978e+01,1.878772305637012474e+00,1.619998854779799123e-03,1.602119429923069660e+01
2.323608762401372374e+00,1.764984198933052184e+01,1.875549661111828526e+00,-1.130211460909487896e-02,1.607872130929054677e+01
1.848498501027477703e+00,1.918891415416632640e+01,1.863318557253473617e+00,-2.533076177073008070e-02,1.613621654701693942e+01
1.398103683374065875e+00,2.074136198027082045e+01,1.841341359339222050e+00,-4.024797217215066170e-02,1.619367850610229809e+01
9.885162548655181958e-01,2.231092380137294384e+01,1.809034705671540344e+00,-5.577890741441892536e-02,1.625021429261627404e+01
6.370805638373655544e-01,2.390015867882510392e+01,1.766051598591579452e+00,-7.147488821714667595e-02,1.630486440274063753e+01
3.619555433457729565e-01,2.550962967661206449e+01,1.712427325809601664e+00,-8.665825268402113646e-02,1.635538689166315507e+01
1.841800500196110746e-01,2.713849137040368831e+01,1.643166477249590640e+00,-1.165579289463738039e-01,1.642185894997906459e+01
1.301665664176283044e-01,2.878305793176413729e+01,1.564483328257890715e+00,-1.131417945242613604e-01,1.649569830314165486e+01
2.058677146827618265e-01,3.043476083469501248e+01,1.484962454479201943e+00,-1.178627580602959329e-01,1.658175196461401768e+01
4.170693629406694858e-01,3.208279392069614744e+01,1.400866583883642047e+00,-1.251195368545028885e-01,1.665826502563364286e+01
7.724869545438182161e-01,3.371303742679363324e+01,1.310188149463321183e+00,-1.355689346846207510e-01,1.672391107161756096e+01
1.281781646028410160e+00,3.530859773666453094e+01,1.212454094551892680e+00,-1.440872624567103577e-01,1.678685091184151545e+01
1.951294128107375681e+00,3.685015059291450257e+01,1.108841781788873604e+00,-1.511325791255073436e-01,1.684147418552969455e+01
2.783274254336791653e+00,3.831728117981855064e+01,1.000371040426301095e+00,-1.566317366107690401e-01,1.690732708939913564e+01
3.775388663033660830e+00,3.968875604670088109e+01,8.883068451539826160e-01,-1.600283709964468726e-01,1.696440024993195905e+01
4.919784867454806587e+00,4.094352761666665685e+01,7.743308499089015529e-01,-1.609014683286151548e-01,1.701923437999864674e+01
6.203394123307349517e+00,4.206298160135521869e+01,6.602293457623406026e-01,-1.594641153837871028e-01,1.706289696495177921e+01
7.608818929697478417e+00,4.303191379453588894e+01,5.472362863284649936e-01,-1.571363026489662473e-01,1.709644072470743126e+01
9.116603964445925357e+00,4.383916455633362119e+01,4.363743268225214189e-01,-1.530190754432768363e-01,1.712675154790280985e+01
1.070635620449532510e+01,4.447799155555005512e+01,3.283062038680630290e-01,-1.489225178083498913e-01,1.715601752467831531e+01
1.235794947674262900e+01,4.494459553893459969e+01,2.227925061981275712e-01,-1.454956291427188242e-01,1.718470965979816967e+01
1.405197917381172168e+01,4.523686421680584857e+01,1.191740112086037556e-01,-1.432454725460856337e-01,1.721181980882045437e+01
1.576969577874992900e+01,4.535409066225883379e+01,1.754986446676976702e-02,-1.395868555320818605e-01,1.723724317945100282e+01
1.749298735225020351e+01,4.529868828640261569e+01,-8.129721821507118751e-02,-1.352320863167087717e-01,1.726043807940799368e+01
1.920498173889211913e+01,4.507623852636449868e+01,-1.763508017494074265e-01,-1.288390059431550327e-01,1.728028463556865901e+01
2.089085527776370554e+01,4.469614879188699064e+01,-2.661334705128446387e-01,-1.204964648810125660e-01,1.729511123978197062e+01
2.253842875473251084e+01,4.417060424918744133e+01,-3.506659341320389478e-01,-1.142473093454131894e-01,1.730244380834902174e+01
2.413717297232264514e+01,4.351049136494047076e+01,-4.322491171616349992e-01,-1.123434503176721222e-01,1.730040012898252044e+01
2.567650424191027625e+01,4.272340230941973971e+01,-5.130590228742520909e-01,-1.122187628034460594e-01,1.728674818655301593e+01
