8.500000000000000000e+00,0.000000000000000000e+00,1.570796326794896558e+00,0.000000000000000000e+00,4.000000000000000000e+00,4.500000000000000000e+00,1.500000000000000000e+01,-1.570796326794896558e+00,0.000000000000000000e+00,4.000000000000000000e+00
8.500856163127242127e+00,5.933838647443845371e-01,1.566706644894548361e+00,-4.971207694895523471e-02,7.867698654316472862e+00,4.502746015855261241e+00,1.461436079290253787e+01,-1.549004633648107143e+00,4.426187355026837689e-01,3.713140311270844762e+00
8.508216313861778346e+00,1.412873269996075765e+00,1.557124850471648836e+00,-4.383291368902227786e-02,8.522813177342188240e+00,4.518747879998454842e+00,1.424424352436121488e+01,-1.506704634623929451e+00,4.141078252115991121e-01,3.696672607527285770e+00
8.523309847996415556e+00,2.257024981689170318e+00,1.549135451414500375e+00,-3.179505303622906509e-02,8.362964576949297069e+00,4.549809789992890430e+00,1.387319687941077362e+01,-1.468863516936921076e+00,3.579968512474561160e-01,3.750662535306426904e+00
8.543641136452718499e+00,3.083255883720986912e+00,1.543599013587429569e+00,-2.174228117098004828e-02,8.166676848972434399e+00,4.594684525304050027e+00,1.349812088517516351e+01,-1.435096455870375154e+00,3.287777907188941806e-01,3.804714442548476683e+00
8.567330496060765910e+00,3.895957628957736674e+00,1.539979626018276759e+00,-1.385511894828877003e-02,8.094270682638969205e+00,4.652483671244886487e+00,1.312021111801304052e+01,-1.403194399163114836e+00,3.155261219884185064e-01,3.841694646107721489e+00
8.593263887498116205e+00,4.706058666062923557e+00,1.537828555819327425e+00,-7.378517857960288986e-03,8.116053015280362715e+00,4.722644799460350207e+00,1.274146381556560392e+01,-1.372211125739875692e+00,3.070235487714332856e-01,3.862433414876567994e+00
8.620560848197097670e+00,5.520097931713745076e+00,1.536922232476896300e+00,-1.530239911508343275e-03,8.173883716207120287e+00,4.804676560128511298e+00,1.236356621693569480e+01,-1.342019136759251774e+00,2.983690962286759674e-01,3.871832280123760128e+00
8.648303743269348587e+00,6.339739056007618778e+00,1.537196974959631035e+00,4.203939897068654889e-03,8.228326456666097855e+00,4.898050293971291325e+00,1.198769210982170996e+01,-1.312773846185791848e+00,2.882692124413980816e-01,3.874410428823683361e+00
8.675483429815814773e+00,7.163849505022363395e+00,1.538655468741197518e+00,9.942322245364927993e-03,8.262845598653337120e+00,5.002189614960495412e+00,1.161457592120702387e+01,-1.284658831378093113e+00,2.767964799855064384e-01,3.873378253347144806e+00
8.701050112743180520e+00,7.990394414901379250e+00,1.541283819907344643e+00,1.548201287616359986e-02,8.275963769010095561e+00,5.116492232659503259e+00,1.124463622692883824e+01,-1.257806651932995123e+00,2.643748132955901498e-01,3.870767267368187881e+00
8.723999493028971486e+00,8.817525207411652133e+00,1.545003953575261102e+00,2.048156106133655965e-02,8.273027893445073389e+00,5.240352704270917705e+00,1.087808155088915463e+01,-1.232291686823173249e+00,2.514099473797219431e-01,3.867756341251379126e+00
8.743451939356960523e+00,9.643986174239776332e+00,1.549666257087458421e+00,2.462950636300059032e-02,8.260784322759365139e+00,5.373177036676080931e+00,1.051498647584937451e+01,-1.208146300099990356e+00,2.381610581579061692e-01,3.864968910875746566e+00
8.758576995335973336e+00,1.046909222412255147e+01,1.555528460129862234e+00,3.218614817489517249e-02,8.244132683484471258e+00,5.514023553240828157e+00,1.015621326742653885e+01,-1.185517137369126228e+00,2.231391638044653569e-01,3.843787053554935440e+00
8.768388112700442605e+00,1.129256991504411900e+01,1.562276571448329987e+00,3.334321764573962982e-02,8.226621266067580152e+00,5.661786025687288948e+00,9.802672237168431835e+00,-1.164571259733819586e+00,2.073609733145352352e-01,3.819903363008579689e+00
8.772677104066117337e+00,1.211452589004700364e+01,1.568754687373413947e+00,2.968457403329372718e-02,8.212750785566418799e+00,5.815477286998847362e+00,9.454740798192210249e+00,-1.145387136467538536e+00,1.907450650768117706e-01,3.787506914323444995e+00
8.771809950120589505e+00,1.293529642972285920e+01,1.575002728111417616e+00,3.119604800884199017e-02,8.202695871662955440e+00,5.973812953406192783e+00,9.113184875748874703e+00,-1.128453798909079264e+00,1.652036391827303441e-01,3.742008856344015477e+00
8.765631657618097705e+00,1.375521100502361804e+01,1.581790598663070924e+00,3.500821176270327989e-02,8.196092669095039085e+00,6.135796600489513253e+00,8.777725263614220452e+00,-1.113693456621276834e+00,1.491305804632754306e-01,3.708477659419130212e+00
8.753573332357220238e+00,1.457454374347386228e+01,1.589369088582787581e+00,3.894677617008716203e-02,8.192375883713969742e+00,6.301343229252188038e+00,8.446908556500090981e+00,-1.100003863861928499e+00,1.447790414967582429e-01,3.690103750168526098e+00
8.735000603728451551e+00,1.539349623329116312e+01,1.597685075826375423e+00,4.222289300262182382e-02,8.190932626741423306e+00,6.470712964312041571e+00,8.119624336558503686e+00,-1.086448083068627390e+00,1.474046396635154688e-01,3.680191966046907126e+00
8.709369847799585784e+00,1.621219790865124821e+01,1.606582234176392676e+00,4.461877372619676291e-02,8.191177066380015859e+00,6.644293615030274047e+00,7.795115815174370688e+00,-1.072787062381317380e+00,1.474046396635154688e-01,3.680191966046907126e+00
8.676275702460825912e+00,1.703071384970185775e+01,1.615882218779452151e+00,4.614034514077820087e-02,8.192575922436267533e+00,6.819807352953142221e+00,7.470196298566776250e+00,-1.088152661690587220e+00,-4.660412432627156765e-01,3.705768751089731694e+00
8.635453677758807345e+00,1.784905332810350487e+01,1.625423463452419837e+00,4.695033866603535305e-02,8.194626800159985791e+00,6.981315862148612439e+00,7.135691021389064304e+00,-1.164946549168819789e+00,-8.904371535279328453e-01,3.725142123112586745e+00
8.586757250296139787e+00,1.866717330781931139e+01,1.635085250919407818e+00,4.729049924037028590e-02,8.196796182558363952e+00,7.104317059290979230e+00,6.783779365769167846e+00,-1.318768406523996850e+00,-1.143169023218909119e+00,3.737903267490768400e+00
8.530132279859989453e+00,1.948496994209041588e+01,1.644760691732569224e+00,4.706187428977883641e-02,8.198361208615006390e+00,7.154937796849755394e+00,6.413981690996358509e+00,-1.566480342533280501e+00,-1.269191816586886068e+00,3.746026805873309051e+00
8.465637166647828948e+00,2.030221644891759425e+01,1.654304481824856898e+00,4.600479936408519849e-02,8.197450130962236514e+00,7.097390290828106352e+00,6.045328760259199186e+00,-1.894110125238002595e+00,-1.314116966365535655e+00,3.749761055253678421e+00
8.393481192235938693e+00,2.111840301992744173e+01,1.663595742187647053e+00,4.464867285356286658e-02,8.190006452954834870e+00,6.917896997341370202e+00,5.718274210032453730e+00,-2.251351134911016683e+00,-1.314111516689283166e+00,3.751498407205261287e+00
8.314001339902722165e+00,2.193254128638658784e+01,1.672577450403750499e+00,4.313372808808559750e-02,8.170221690947217397e+00,6.636328938927938736e+00,5.472951795013630161e+00,-2.593406550748654560e+00,-1.291789232369689566e+00,3.753991903981695799e+00
8.227689991544588466e+00,2.274335532976446217e+01,1.680987434821440196e+00,3.932863697731522196e-02,8.137727059764985782e+00,6.289889503398135240e+00,5.331364225442062121e+00,-2.910157803828857581e+00,-1.272896051909747195e+00,3.762498122604053030e+00
8.135252368411368451e+00,2.354963750363381081e+01,1.688867376454330715e+00,3.830783810265062789e-02,8.093589168042301552e+00,5.915092549979452663e+00,5.300011586267175723e+00,-3.200707843201180847e+00,-1.240158385859325252e+00,3.786131521348235829e+00
8.036796926367554050e+00,2.435298369252330986e+01,1.696622367872116177e+00,3.830783810265062789e-02,8.093589168042301552e+00,5.544977689007389188e+00,5.373881598372284962e+00,-3.476473756413472227e+00,-1.240158385859325252e+00,3.786131521348235829e+00
