4.500000000000000000e+00,0.000000000000000000e+00,5.235987755982988157e-01,0.000000000000000000e+00,5.000000000000000000e+00
4.983987558179793886e+00,2.835173658659496665e-01,5.422641985086333882e-01,2.540492862809548003e-01,6.218482084695118317e+00
5.514446520961944209e+00,6.178896993717171160e-01,5.824204700933052203e-01,2.474705678624607996e-01,6.323358426730569803e+00
6.034952954718312057e+00,9.758191787590934085e-01,6.223882630916202086e-01,2.482529854040129713e-01,6.311412386945640662e+00
6.540136662416090374e+00,1.353823761068193798e+00,6.623741698886389528e-01,2.482487651337264012e-01,6.308430549525629871e+00
7.029697193523142928e+00,1.751618192558361597e+00,7.023110901105078518e-01,2.477818994485827542e-01,6.308428251577486989e+00
7.502920319366378266e+00,2.168552348518073991e+00,7.421745161080877118e-01,2.474539682589845802e-01,6.306275810524901715e+00
7.958980115022506574e+00,2.603820749820277669e+00,7.819694133524173196e-01,2.471589665966830163e-01,6.303269362840637768e+00
8.397185121656299600e+00,3.056673508013097784e+00,8.216907292701844945e-01,2.467849969997500947e-01,6.300721496119487952e+00
8.816923025904218392e+00,3.526376356940751133e+00,8.613256266132439665e-01,2.463054848155312726e-01,6.298526481152029177e+00
9.217598702218854356e+00,4.012144800928596489e+00,9.008535201660613501e-01,2.456788934948824776e-01,6.296132870502146872e+00
9.598640983962576811e+00,4.513134025892259871e+00,9.402388065953489749e-01,2.447962824660021020e-01,6.293301450818056253e+00
9.959538561976456705e+00,5.028459254600847750e+00,9.794232964878607506e-01,2.434997201009960754e-01,6.290144840203515386e+00
1.029986836153022089e+01,5.557210286220983342e+00,1.018322665607595878e+00,2.416203468661173304e-01,6.286848260412716272e+00
1.061930982829514214e+01,6.098449249844103193e+00,1.056826131074562802e+00,2.389966992388813938e-01,6.283454321276851218e+00
1.091765447225781926e+01,6.651199920405576727e+00,1.094796516958467247e+00,2.354692278510697179e-01,6.279829272585821798e+00
1.119481984795662655e+01,7.214440611591530050e+00,1.132068952208823420e+00,2.308656718097004124e-01,6.275748696763105983e+00
1.145087077248914120e+01,7.787107016112274849e+00,1.168448254489667049e+00,2.249905172327389957e-01,6.271000513497702045e+00
1.168604551385657508e+01,8.368104562949032044e+00,1.203705977039398523e+00,2.176228102269491815e-01,6.265442513593324492e+00
1.190078317187462709e+01,8.956326179014894251e+00,1.237578010246219939e+00,2.085199886279614501e-01,6.259004375692649447e+00
1.209574946377469296e+01,9.550671128786317965e+00,1.269763123564875196e+00,1.974237034874803398e-01,6.251655915997416102e+00
1.227185977986953702e+01,1.015006225534445505e+01,1.299922424800673548e+00,1.840650613930857604e-01,6.243369537025484917e+00
1.243029950002661543e+01,1.075346071421883742e+01,1.327679575446242932e+00,1.681688210059936461e-01,6.234095548245175422e+00
1.257254188042184673e+01,1.135987818885164025e+01,1.352621647059994991e+00,1.494573758174696787e-01,6.223756062892302765e+00
1.270036361940522696e+01,1.196838645588729833e+01,1.374300584497866851e+00,1.276556934818054156e-01,6.212253848983841920e+00
1.281585789638724826e+01,1.257812339535360202e+01,1.392235277428869544e+00,1.024982960239037288e-01,6.199488889144966208e+00
1.292144448911325405e+01,1.318829360894489433e+01,1.405914247543502027e+00,7.373937649088860291e-02,6.185376195287251022e+00
1.301987652132639539e+01,1.379816108643501416e+01,1.414798993959725415e+00,4.116737273555759469e-02,6.169861219868035818e+00
1.311424332794564052e+01,1.440703100089373123e+01,1.418328141638010242e+00,4.625477530020773165e-03,6.152931932735423715e+00
