7.250000000000000000e+00,0.000000000000000000e+00,1.562981419696414687e+00,0.000000000000000000e+00,5.000000000000000000e+00,3.750000000000000000e+00,4.000000000000000000e+01,-1.562981419696414687e+00,0.000000000000000000e+00,1.000000000000000000e+01,-2.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00
7.255900685494959923e+00,6.744865818941867541e-01,1.560304292533639448e+00,-1.763258486864874644e-02,8.490252217751057984e+00,3.766919994727505383e+00,3.897961991828529449e+01,-1.536746359012846286e+00,1.229210783126128692e-01,1.041103211725889821e+01,-1.712527437597762159e+00,3.001257388406287774e+01,7.935165777967082001e-02,3.756411642932302453e+00
7.268954719550912991e+00,1.618524930167347886e+00,1.553743498744244667e+00,-1.595658066578728093e-02,1.039235360446665801e+01,3.828937908748731189e+00,3.792807873008908359e+01,-1.489119463104355612e+00,9.449769159213439185e-02,1.065832995842438180e+01,-1.281862040370321143e+00,3.006147536258054132e+01,1.439046611772274442e-01,4.913741806926718247e+00
7.291068026492290244e+00,2.704805089175107646e+00,1.547426022777988130e+00,-1.215733571158679298e-02,1.133778684691932703e+01,3.936348539240756228e+00,3.686048078153333307e+01,-1.454395798840439236e+00,6.141542093674937780e-02,1.080250348861440557e+01,-7.607171109589817570e-01,3.015169226727483220e+01,1.976503939276142152e-01,5.665452108315171209e+00
7.321143173681149641e+00,3.857739922692249745e+00,1.542201350963015027e+00,-9.717742026166367383e-03,1.172878006174535237e+01,4.075527814873479926e+00,3.578524747280647489e+01,-1.431233313084398162e+00,4.161264066494893554e-02,1.088205524537416480e+01,-1.843918695731946722e-01,3.028009791355492197e+01,2.402142027322509976e-01,6.144567448634095541e+00
7.357505116405152812e+00,5.034508374367788974e+00,1.537686912168645836e+00,-8.788044712304958136e-03,1.181784206683310678e+01,4.236428924758968151e+00,3.470701016626282609e+01,-1.414928241362612749e+00,3.054061267031896523e-02,1.092171715677148214e+01,4.245924847102235944e-01,3.043878573673641341e+01,2.693743426803533736e-01,6.442280105903755327e+00
7.399155025039473088e+00,6.212658605975361681e+00,1.533150137190400386e+00,-9.784391040213705551e-03,1.175990224660034933e+01,4.413276429979001492e+00,3.362845359388334288e+01,-1.401889211830317228e+00,2.701818609008979633e-02,1.093761722224771304e+01,1.052952164768772958e+00,3.061703990157248256e+01,2.834007269466347068e-01,6.620911367794446889e+00
7.446548391427793234e+00,7.382026097948164889e+00,1.526939672935965886e+00,-1.583351258813016013e-02,1.164668554831212610e+01,4.603551480767891668e+00,3.255133243719616587e+01,-1.390192784883022004e+00,2.457644736352494058e-02,1.093847221619792975e+01,1.693671189250371301e+00,3.080311212754253702e+01,2.818772228075243080e-01,6.722908590659145034e+00
7.502466472744541370e+00,8.539391822058203019e+00,1.517477674708579194e+00,-2.358310933963030098e-02,1.152771664634782134e+01,4.804661602363458961e+00,3.147662519716960006e+01,-1.382600698745701795e+00,8.928118819290288902e-03,1.092882536288078299e+01,2.343522644365990004e+00,3.098561426322851986e+01,2.657132007251571393e-01,6.777074570660246877e+00
7.569380193292325032e+00,9.684705490451220200e+00,1.507969573243747696e+00,-1.639576729064540911e-02,1.141770366803347692e+01,5.011611116077423489e+00,3.040432087399991445e+01,-1.377254463564655085e+00,1.469731708611500022e-02,1.091303824537144251e+01,3.001192820496039637e+00,3.115435765732939188e+01,2.366244973264009233e-01,6.802865070362223321e+00
7.643925093689801109e+00,1.081913418652747971e+01,1.503463612435846475e+00,-2.711360610688595511e-03,1.131982188848318849e+01,5.226234524816633531e+00,2.933534644019909976e+01,-1.366777856805604596e+00,3.167054667278149799e-02,1.089320414145657168e+01,3.672949185551817930e+00,3.126529943057280647e+01,9.080797619535542486e-02,6.826323331531998662e+00
7.719499432293558172e+00,1.194442934945283596e+01,1.504920470550349831e+00,8.959505980350423657e-03,1.123678212671373622e+01,5.456974998904885688e+00,2.827188665820908398e+01,-1.344994574395462106e+00,6.485993052811143966e-02,1.087130886708900235e+01,4.357772788029899758e+00,3.125884347885376613e+01,-1.093341941379483429e-01,6.893644805410701792e+00
7.789611223520018335e+00,1.306264835339236186e+01,1.512617126673846846e+00,2.420358291186048422e-02,1.117157066704109347e+01,5.720564821056536964e+00,2.721848052511808902e+01,-1.301424310436970488e+00,1.281206126110967791e-01,1.084810112401491722e+01,5.043782787566247983e+00,3.117124736242046978e+01,-1.446315238312277096e-01,6.938671844621689289e+00
7.847535804396883918e+00,1.417585716667915641e+01,1.525602743196471378e+00,3.200600476082345047e-02,1.112288247261099805e+01,6.044243169996645904e+00,2.618462360049337079e+01,-1.228199982286934056e+00,1.950597976663154542e-01,1.082357373904397235e+01,5.733058655270839132e+00,3.107905100134717102e+01,-1.213240237075289552e-01,6.969933893843485606e+00
7.890006645655013529e+00,1.528561154487291596e+01,1.539059894457689426e+00,2.645233148333623122e-02,1.108862064543121129e+01,6.456589238100794326e+00,2.518576441079698469e+01,-1.125693836149892935e+00,2.546706996067005235e-01,1.079838746352518086e+01,6.427330181851250046e+00,3.100597787518588433e+01,-8.842479135000838597e-02,6.992825064030670390e+00
7.919413521940482426e+00,1.639302707592164055e+01,1.548550509976903911e+00,1.488202748121301815e-02,1.106758104026093470e+01,6.985782282776255236e+00,2.424671843141523553e+01,-9.794503100328481038e-01,3.767998814844691347e-01,1.077872216790547455e+01,7.125451474052181489e+00,3.095255572849435666e+01,-6.433326666789287995e-02,7.010759845256451683e+00
7.940996830463321388e+00,1.749905349150910538e+01,1.553340846972930622e+00,6.013688460153131417e-03,1.105718010676715757e+01,7.669442286671872999e+00,2.341674819625690773e+01,-7.744644901978149365e-01,4.833010843196704487e-01,1.076472578785359957e+01,7.826079392784960120e+00,3.091153678303223273e+01,-5.262937805578760120e-02,7.025873042555515369e+00
7.959079612103169055e+00,1.860452979857917200e+01,1.555261543246664768e+00,2.369902054090157820e-03,1.105530716191241147e+01,8.519152484184937535e+00,2.276100117153870883e+01,-5.398509891901289715e-01,4.855390353895715494e-01,1.075094647792314007e+01,8.528404478070566341e+00,3.087513651437266304e+01,-5.093497236932442718e-02,7.039483309985630655e+00
7.975630289268435646e+00,1.971017362266900008e+01,1.556418435438239545e+00,2.679191980174517110e-03,1.106004792970876771e+01,9.496243965556422140e+00,2.231965322370315263e+01,-3.105653707020032961e-01,4.654262790568918229e-01,1.073900477440256296e+01,9.232000876496945452e+00,3.083767353748778817e+01,-5.545314715149915474e-02,7.052389682044768904e+00
7.990673378774194369e+00,2.081656863826585635e+01,1.558150831769657740e+00,4.876307605385997272e-03,1.106990040297867672e+01,1.054629780608521017e+01,2.210681028829333172e+01,-9.055318446227593465e-02,4.530477444596069381e-01,1.073243549314973677e+01,9.936634997150044057e+00,3.079591299178058250e+01,-6.293727837126326941e-02,7.065053611429464198e+00
8.003231572530623339e+00,2.192417146374305403e+01,1.560954964941295264e+00,7.340287530670858845e-03,1.108358720869352432e+01,1.161730057902281033e+01,2.212203835724307766e+01,1.155467717288810592e-01,4.148524905449567646e-01,1.072774881679009695e+01,1.064217978658955666e+01,3.074850116248148879e+01,-7.125627468460891956e-02,7.077707296980529250e+00
8.012120053684542498e+00,2.303331430297767923e+01,1.564750948638939709e+00,9.175073850177087320e-03,1.109999520228480741e+01,1.266893058949088058e+01,2.232726957451415473e+01,2.500524389044466722e-01,1.699138307707188100e-01,1.071793181777914938e+01,1.134857764308581629e+01,3.069522229447563788e+01,-7.930288246753458559e-02,7.090415757045620992e+00
8.016413566064635177e+00,2.414421084178190569e+01,1.569180304463374087e+00,1.006610951385486161e-02,1.111811967870993278e+01,1.369913473115022740e+01,2.262224190078043407e+01,2.984534573532353630e-01,4.690555389770321298e-02,1.071622884530018638e+01,1.205580953934257415e+01,3.063639045469660971e+01,-8.668487525336235344e-02,7.103109915702637167e+00
8.015634774975477939e+00,2.525696614619775460e+01,1.573806927300828384e+00,9.998794619380892146e-03,1.113701170957051723e+01,1.472289552587979955e+01,2.293864834191723645e+01,2.919204494925298765e-01,-7.629242186487164568e-02,1.071466534929289338e+01,1.276386296700968259e+01,3.057245442660386914e+01,-9.342131135345668747e-02,7.115601467027257598e+00
