7.750000000000000000e+00,1.000000000000000000e+01,1.562981419696414687e+00,0.000000000000000000e+00,5.000000000000000000e+00,3.750000000000000000e+00,3.500000000000000000e+01,-1.562981419696414687e+00,0.000000000000000000e+00,5.000000000000000000e+00
7.755816354986122541e+00,1.070718981462213115e+01,1.561813954658853199e+00,-7.257815144279053041e-03,9.144275529950354198e+00,3.753963057670571146e+00,3.450123661991215585e+01,-1.562589180955725965e+00,3.798245017247485131e-03,4.975582560321596404e+00
7.766673772353038352e+00,1.170599298411693745e+01,1.557669689172224370e+00,-1.261355225738168898e-02,1.083298247994995300e+01,3.758328440575785745e+00,3.400409225256549206e+01,-1.561259760889210702e+00,9.107720032969692653e-03,4.967688840286594854e+00
7.784427896118956802e+00,1.281270685978414825e+01,1.551820469053188045e+00,-1.288625750529259067e-02,1.130417456093787187e+01,3.763603624685570193e+00,3.350740554779316938e+01,-1.558945838197344669e+00,1.337314805498488260e-02,4.966607724939553492e+00
7.808966223450333644e+00,1.393873761404307210e+01,1.546390682430654584e+00,-1.037532475924279017e-02,1.122181494724256545e+01,3.770226474009772399e+00,3.301072846684404993e+01,-1.555873257859093028e+00,1.647677608607348715e-02,4.967820877147470782e+00
7.838339627557316724e+00,1.504586990326811957e+01,1.542415927318998126e+00,-6.928908472053431182e-03,1.092863716952060926e+01,3.778561088652474975e+00,3.251393739443171427e+01,-1.552013010428226369e+00,2.101300364139347190e-02,4.969404938791592841e+00
7.870265224047293451e+00,1.612140965409992432e+01,1.540080153590902556e+00,-3.529355853867040954e-03,1.059163726911658898e+01,3.789020273505605108e+00,3.201704418959095477e+01,-1.547389139109382361e+00,2.387796833058671020e-02,4.970669342267539648e+00
7.902901980688660011e+00,1.716470399991666795e+01,1.539176933738922282e+00,-6.324363130204141686e-04,1.028445744657825855e+01,3.801914150929823322e+00,3.152010507813499274e+01,-1.542248422965578403e+00,2.601856368478184384e-02,4.971468794874045471e+00
7.934995375868058254e+00,1.818007760856358601e+01,1.539378337942123087e+00,1.598415709263443715e-03,1.003315615237865899e+01,3.817469434409106910e+00,3.102318230813143174e+01,-1.536694121583602968e+00,2.788396368804088934e-02,4.971867500214006697e+00
7.965777194370956771e+00,1.917331048963802687e+01,1.540358819986089145e+00,3.168391890096467454e-03,9.841039741245076300e+00,3.835879541418921956e+00,3.052633124019086353e+01,-1.530764306390130836e+00,2.965786478744912233e-02,4.971987690857231357e+00
