7.250000000000000000e+00,0.000000000000000000e+00,1.562981419696414687e+00,0.000000000000000000e+00,5.000000000000000000e+00,3.750000000000000000e+00,4.000000000000000000e+01,-1.562981419696414687e+00,0.000000000000000000e+00,1.000000000000000000e+01,-2.000000000000000000e+00,3.000000000000000000e+01,0.000000000000000000e+00,2.000000000000000000e+00
7.254834012314217873e+00,7.694171861497445253e-01,1.567305052373872964e+00,2.428137823493457109e-02,1.038866049250104950e+01,3.761237978881294186e+00,3.896614071464674112e+01,-1.553866822358771715e+00,4.207099053146311218e-02,1.067848378443869706e+01,-1.686146831928895473e+00,3.005576050676672395e+01,3.125323787358568195e-01,4.400156167874171409e+00
7.252874949141184580e+00,1.904661425381303674e+00,1.577264155871756612e+00,1.822028663185741582e-02,1.231635190710344219e+01,3.788971562663437265e+00,3.787722274329019712e+01,-1.537756785759969658e+00,2.935568666162533327e-02,1.110717392081369326e+01,-1.215570936782029765e+00,3.026116750844998649e+01,5.015164487882233235e-01,5.884089722961546087e+00
7.238923805671952927e+00,3.154178754158895259e+00,1.586636794456254940e+00,1.797441237500414790e-02,1.267564377292618616e+01,3.832918995962835584e+00,3.675409931134576880e+01,-1.526380648453774747e+00,1.951792780555745149e-02,1.137260612792303505e+01,-6.773125149299463743e-01,3.059531865956925856e+01,6.071079989927490317e-01,6.792686254245122512e+00
7.213142118139022507e+00,4.408813739418063982e+00,1.596079947993515269e+00,1.833845973029292475e-02,1.242244654418538374e+01,3.888677306207874107e+00,3.561022401926328484e+01,-1.518139153930061713e+00,1.521797136400818845e-02,1.153212791051963393e+01,-1.059592721954439876e-01,3.101115464625617335e+01,6.506225029299799179e-01,7.341568018892893122e+00
7.177029960099397421e+00,5.629688711723299654e+00,1.604295154038759996e+00,1.409413405005807869e-02,1.200580094398844722e+01,3.953879678466353464e+00,3.445425892403830659e+01,-1.510725665032858211e+00,1.568009684917773261e-02,1.162397530555537628e+01,4.928861355359340224e-01,3.146342360308516106e+01,6.431178688980336844e-01,7.667305014809052466e+00
7.133855667114610277e+00,6.810061947839255225e+00,1.610027277586314698e+00,9.298782794970261723e-03,1.161748272758485356e+01,4.028584239971761960e+00,3.329179963790871710e+01,-1.502195053732850560e+00,1.965556609416384964e-02,1.167323997202263541e+01,1.125601590027236476e+00,3.191291092738785906e+01,5.924450718150402473e-01,7.856825936180205971e+00
7.086515460478873152e+00,7.956244561325908293e+00,1.613960084369036263e+00,7.237054520136866446e-03,1.132572870342642091e+01,4.114830293532999228e+00,3.212653168332223430e+01,-1.491121019213914156e+00,2.607240254232807974e-02,1.169598559471545229e+01,1.800018329814489393e+00,3.232604545059786005e+01,5.069884243224314080e-01,7.965928282134889571e+00
7.035292368328277313e+00,9.078463761618850825e+00,1.619625725910300851e+00,1.712769159126854498e-02,1.114205401019139785e+01,4.215720787583625118e+00,3.096102458007885971e+01,-1.477423560588896567e+00,3.041727482143058089e-02,1.170151090437000718e+01,2.527345784908043402e+00,3.265820401955173224e+01,3.500571153205594421e-01,8.042172750461411113e+00
6.975837520019166682e+00,1.018641675362567156e+01,1.630032564978010523e+00,2.814410081334734956e-02,1.104898800920066648e+01,4.335270123101042650e+00,2.979718600714869581e+01,-1.457834978330285747e+00,5.033710898227096442e-02,1.169811485532173734e+01,3.334375216717409884e+00,3.271872567846003221e+01,-1.969397550457787083e-01,8.347278540178024286e+00
